ENSG_ID	logFC	Fold.Change	AveExpr	t	P.Value	adj.P.Val	B	external_gene_id	description
ENSG00000134910	-0.322176278968376	-1.25021505361712	9.0676691561567	-2.78175815287581	0.0251089125647091	0.136336174632189	-4.07951407922267	STT3A	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:6172]
ENSG00000109107	-0.648642164991306	-1.56769202162451	5.22634406220737	-2.78150203670611	0.0251185749760424	0.136349804482709	-4.07990769558585	ALDOC	aldolase C, fructose-bisphosphate [Source:HGNC Symbol;Acc:418]
ENSG00000003147	0.232457506690996	1.17483447503595	4.43533622187254	2.78078467463002	0.025145659208814	0.136452470164278	-4.08101018991716	ICA1	islet cell autoantigen 1, 69kDa [Source:HGNC Symbol;Acc:5343]
ENSG00000168924	-0.251011167612814	-1.19004090813889	3.34938381821158	-2.7806220489194	0.0251518034073265	0.136452470164278	-4.08126012589777	LETM1	leucine zipper-EF-hand containing transmembrane protein 1 [Source:HGNC Symbol;Acc:6556]
ENSG00000149639	-0.211512323188614	-1.15790133255352	3.35649241328288	-2.77984966274621	0.0251810063829477	0.13650864248381	-4.08244719438005	C20orf117	Uncharacterized protein C20orf117  [Source:UniProtKB/Swiss-Prot;Acc:O94964]
ENSG00000116679	0.211575176180563	1.15795177921509	8.60100502793467	2.77971360983129	0.0251861540210065	0.13650864248381	-4.08265629281692	IVNS1ABP	influenza virus NS1A binding protein [Source:HGNC Symbol;Acc:16951]
ENSG00000103111	0.308164972740951	1.23813186360464	6.24615698627343	2.77959566923423	0.0251906172530508	0.13650864248381	-4.08283755479565	MON1B	MON1 homolog B (yeast) [Source:HGNC Symbol;Acc:25020]
ENSG00000169756	-0.41369807339097	-1.33209601542678	7.37647557911067	-2.77959085024234	0.0251907996358604	0.13650864248381	-4.08284496107029	LIMS1	LIM and senescent cell antigen-like domains 1 [Source:HGNC Symbol;Acc:6616]
ENSG00000146904	-0.256778338345744	-1.19480761555211	2.37406402912249	-2.77840247690077	0.0252358174743317	0.136713732404279	-4.08467137267323	EPHA1	EPH receptor A1 [Source:HGNC Symbol;Acc:3385]
ENSG00000132294	0.207472989117495	1.15466391327151	9.14578224138027	2.77798900410936	0.0252515001783055	0.136759829374777	-4.08530684338888	EFR3A	EFR3 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:28970]
ENSG00000162896	0.202865726792975	1.15098236315385	1.70357322893254	2.77742586010546	0.0252728760643905	0.136836725160903	-4.08617234879939	PIGR	polymeric immunoglobulin receptor [Source:HGNC Symbol;Acc:8968]
ENSG00000145990	-0.258819129908785	-1.1964989492401	4.68410783859454	-2.77704734034758	0.0252872545127361	0.136875701314821	-4.08675410432908	GFOD1	glucose-fructose oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:21096]
ENSG00000109084	-0.212768490973618	-1.15890996689825	9.32974225994725	-2.77449802452607	0.0253843141473113	0.137362067812757	-4.0906722503879	TMEM97	transmembrane protein 97 [Source:HGNC Symbol;Acc:28106]
ENSG00000135185	0.211368118167836	1.15778559995845	7.67410781283662	2.77407620431672	0.0254004112621173	0.137410170346482	-4.09132057029438	C7orf23	Transmembrane protein C7orf23  [Source:UniProtKB/Swiss-Prot;Acc:Q9BU79]
ENSG00000105072	-0.33254195387244	-1.25923011924507	2.1154782870066	-2.77339789943642	0.0254263183190208	0.137479629547679	-4.0923631006915	C19orf44	Uncharacterized protein C19orf44  [Source:UniProtKB/Swiss-Prot;Acc:Q9H6X5]
ENSG00000163114	-0.346771662374269	-1.27171171499028	1.92227902826665	-2.77336242900974	0.0254276738242297	0.137479629547679	-4.09241761761814	PDHA2	pyruvate dehydrogenase (lipoamide) alpha 2 [Source:HGNC Symbol;Acc:8807]
ENSG00000119812	-0.207630793502894	-1.1547902192403	6.57016317606736	-2.77267857640521	0.0254538219667652	0.137581985249337	-4.09346868031855	FAM98A	family with sequence similarity 98, member A [Source:HGNC Symbol;Acc:24520]
ENSG00000236296	-0.630577325436179	-1.54818440887257	3.30642910285708	-2.77228916675962	0.0254687240986134	0.137623513666657	-4.09406719464914	AC139713.1	glucuronidase, beta pseudogene (LOC441046), non-coding RNA [Source:RefSeq DNA;Acc:NR_003675]
ENSG00000197976	-0.307159022486415	-1.23726885035276	3.94060213842011	-2.77161914671775	0.0254943859622688	0.137723143662423	-4.09509700518875	SFRS17A	A kinase (PRKA) anchor protein 17A [Source:HGNC Symbol;Acc:18783]
ENSG00000167619	0.316611415773645	1.24540192628705	1.29957525317606	2.7710110561518	0.025517699135479	0.137810032951493	-4.09603163541656	TMEM145	transmembrane protein 145 [Source:HGNC Symbol;Acc:26912]
ENSG00000075290	-0.289768622793445	-1.22244420825227	2.12011470099018	-2.77077823594157	0.0255266309252903	0.137819227402926	-4.09638947926032	WNT8B	wingless-type MMTV integration site family, member 8B [Source:HGNC Symbol;Acc:12789]
ENSG00000109971	-0.220553260284252	-1.16518033674731	13.0301488725794	-2.77018134534948	0.0255495445333076	0.137820639340834	-4.09730690071862	HSPA8	heat shock 70kDa protein 8 [Source:HGNC Symbol;Acc:5241]
ENSG00000172667	0.20253811888075	1.15072102717582	4.18404613557282	2.77015464035625	0.0255505701907432	0.137820639340834	-4.09734794641183	ZMAT3	zinc finger, matrin type 3 [Source:HGNC Symbol;Acc:29983]
ENSG00000168883	-0.29706135758095	-1.22863923315742	7.90749688328251	-2.77004374891954	0.0255548296498914	0.137820639340834	-4.09751838712551	USP39	ubiquitin specific peptidase 39 [Source:HGNC Symbol;Acc:20071]
ENSG00000095261	0.212086612057655	1.15836234627896	8.84947618734176	2.77001823145999	0.0255558099071469	0.137820639340834	-4.09755760761215	PSMD5	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5 [Source:HGNC Symbol;Acc:9563]
ENSG00000118600	-0.229779892672115	-1.17265602723666	8.01017606315382	-2.7693364337066	0.0255820157234686	0.137896011291989	-4.0986055374081	TMEM5	transmembrane protein 5 [Source:HGNC Symbol;Acc:13530]
ENSG00000162599	0.224383658803266	1.16827803584196	6.12120000573871	2.76927826985204	0.0255842526195848	0.137896011291989	-4.09869493605123	NFIA	nuclear factor I/A [Source:HGNC Symbol;Acc:7784]
ENSG00000134318	-0.2522449847718	-1.19105908653709	6.40261788143526	-2.76832934760634	0.0256207754370649	0.138027210308043	-4.10015344765757	ROCK2	Rho-associated, coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:10252]
ENSG00000177917	0.21447052107832	1.1602780062895	5.14965596972591	2.7682696543284	0.0256230747629125	0.138027210308043	-4.10024519768348	ARL6IP6	ADP-ribosylation-like factor 6 interacting protein 6 [Source:HGNC Symbol;Acc:24048]
AFFX-r2-Bs-dap-5_at	-0.38596375164791	-1.30673242124967	1.59065089362246	-2.76783023184476	0.0256400074686994	0.138079407452905	-4.10092060191991	NA	NA
ENSG00000008513	0.41072964775651	1.32935797127055	3.6805973550176	2.76715031767562	0.0256662301542423	0.138142633625327	-4.10196565233278	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:10862]
ENSG00000120324	0.485325490175899	1.39990166542094	2.62178333970868	2.76715005037163	0.0256662404689943	0.138142633625327	-4.10196606318873	PCDHB10	protocadherin beta 10 [Source:HGNC Symbol;Acc:8681]
ENSG00000140598	0.306661622909435	1.23684234931926	6.11370733444063	2.76526749594287	0.0257389913929293	0.138495097915553	-4.1048596357689	EFTUD1	elongation factor Tu GTP binding domain containing 1 [Source:HGNC Symbol;Acc:25789]
ENSG00000174640	0.305856132453275	1.23615198398723	2.01181995385028	2.76491450737011	0.0257526563528041	0.138529526159667	-4.10540219935259	SLCO2A1	solute carrier organic anion transporter family, member 2A1 [Source:HGNC Symbol;Acc:10955]
ENSG00000110841	0.433206575523445	1.35023130717825	4.17632899883799	2.76455840141515	0.0257664496162433	0.138530283281119	-4.1059495557701	PPFIBP1	PTPRF interacting protein, binding protein 1 (liprin beta 1) [Source:HGNC Symbol;Acc:9249]
ENSG00000108669	0.270007685944139	1.20581425163763	4.13311414257752	2.76453567161886	0.0257673302829862	0.138530283281119	-4.1059844928855	CYTH1	cytohesin 1 [Source:HGNC Symbol;Acc:9501]
ENSG00000117676	-0.24974507533712	-1.18899700029948	4.21405751865616	-2.76340834103259	0.0258110479299169	0.138726196147712	-4.10771727661571	RPS6KA1	ribosomal protein S6 kinase, 90kDa, polypeptide 1 [Source:HGNC Symbol;Acc:10430]
ENSG00000231789	0.26683888399181	1.20316865210231	1.15625619177109	2.76252938535663	0.0258451870022814	0.13887053128847	-4.10906829962876	RP11-558F24.4	
ENSG00000116161	-0.226048403737934	-1.16962690544593	8.84055446562677	-2.76210204162981	0.0258618021545951	0.138920652655735	-4.10972516267908	CACYBP	calcyclin binding protein [Source:HGNC Symbol;Acc:30423]
ENSG00000188257	0.31547930663197	1.24442502000314	1.74463600249059	2.76152450449173	0.0258842744348909	0.13900219938782	-4.11061288824411	PLA2G2A	phospholipase A2, group IIA (platelets, synovial fluid) [Source:HGNC Symbol;Acc:9031]
ENSG00000226759	-0.262299250236945	-1.19938867053605	1.29814077872968	-2.76114573139685	0.025899023691194	0.13901164753413	-4.11119509758376	RP4-737A23.2	
ENSG00000115207	-0.314223983848835	-1.24334268756388	8.31551555051582	-2.7611048144297	0.0259006175011137	0.13901164753413	-4.11125799083108	GTF3C2	general transcription factor IIIC, polypeptide 2, beta 110kDa [Source:HGNC Symbol;Acc:4665]
ENSG00000162869	0.265510331046819	1.20206118487365	6.65625828286068	2.7603951097169	0.0259282783142217	0.139120939426491	-4.1123488764753	KLRAQ1	KLRAQ motif containing 1 [Source:HGNC Symbol;Acc:30595]
ENSG00000142484	0.430843997564795	1.34802195867167	2.10383316767512	2.75864554283026	0.0259965987396795	0.139439064539751	-4.11503815110109	TM4SF5	transmembrane 4 L six family member 5 [Source:HGNC Symbol;Acc:11857]
ENSG00000188312	0.357086376887775	1.28083654514686	2.63176981445488	2.75850240478692	0.0260021965190314	0.139439064539751	-4.11525817101609	CENPP	centromere protein P [Source:HGNC Symbol;Acc:32933]
ENSG00000183340	-0.77127924379634	-1.70678252404502	3.3588784783556	-2.75732137336008	0.0260484314852269	0.139647721550722	-4.11707356105948	JRKL	jerky homolog-like (mouse) [Source:HGNC Symbol;Acc:6200]
ENSG00000164125	0.316820533341615	1.24558245944927	2.03560152216814	2.75671475602085	0.0260722124307184	0.139727280610234	-4.1180060107578	C4orf18	family with sequence similarity 198, member B [Source:HGNC Symbol;Acc:25312]
ENSG00000168491	-0.21884933322923	-1.1638049869575	1.76788447035197	-2.75656898544478	0.0260779303614778	0.139727280610234	-4.11823007952876	CCDC110	coiled-coil domain containing 110 [Source:HGNC Symbol;Acc:28504]
ENSG00000138382	-0.201867532277499	-1.15018627882526	10.2514635486511	-2.7559582331734	0.0261019015886533	0.139816423682519	-4.1191688889009	METTL5	methyltransferase like 5 [Source:HGNC Symbol;Acc:25006]
ENSG00000007202	-0.217364862923801	-1.16260809823862	5.97843404665492	-2.75542124997861	0.0261229963424955	0.139890112998128	-4.11999430762483	KIAA0100	KIAA0100 [Source:HGNC Symbol;Acc:28960]
ENSG00000204614	0.36764924534568	1.29024876110209	1.35464253530323	2.75476595887488	0.0261487626223626	0.139988770186105	-4.12100158532534	TRIM40	Tripartite motif-containing protein 40 (RING finger protein 35) [Source:UniProtKB/Swiss-Prot;Acc:Q6P9F5]
ENSG00000176142	-0.317657664732685	-1.24630542495944	5.18908308780228	-2.75422231731154	0.0261701587915245	0.140063982931394	-4.12183724397563	TMEM39A	transmembrane protein 39A [Source:HGNC Symbol;Acc:25600]
ENSG00000226852	-0.299427938707315	-1.23065633344612	1.34816477869158	-2.75356301178673	0.0261961315082459	0.140163640492057	-4.12285069851236	RP1-212P9.2	
ENSG00000183765	-0.564716986879305	-1.47909732663937	3.85843228262843	-2.75336626024371	0.0262038875231076	0.140165800151662	-4.1231531366907	CHEK2	CHK2 checkpoint homolog (S. pombe) [Source:HGNC Symbol;Acc:16627]
ENSG00000179284	0.376205123102755	1.29792329320409	1.63494599383653	2.75288699166067	0.0262227904188228	0.140226613242745	-4.12388984935896	DAND5	DAN domain family, member 5 [Source:HGNC Symbol;Acc:26780]
ENSG00000113327	0.30951177973097	1.23928824328998	2.4038006815846	2.75270511278061	0.0262299676260821	0.140226613242745	-4.12416942680756	GABRG2	gamma-aminobutyric acid (GABA) A receptor, gamma 2 [Source:HGNC Symbol;Acc:4087]
ENSG00000163481	-0.38234102025019	-1.30345522007916	5.36163562005342	-2.75225510128024	0.0262477344901044	0.140282256887959	-4.12486116878386	RNF25	ring finger protein 25 [Source:HGNC Symbol;Acc:14662]
ENSG00000130159	-0.349838196424785	-1.27441768865497	6.04380013443348	-2.75196332427703	0.0262592607755568	0.140304525623659	-4.12530967899568	ECSIT	ECSIT homolog (Drosophila) [Source:HGNC Symbol;Acc:29548]
ENSG00000113811	-0.258800433098864	-1.19648344314364	9.27084722568667	-2.75164488766774	0.0262718462011332	0.140332439332699	-4.12579917019155	RP11-884K10.5	Selenoprotein K (SelK) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y6D0]
ENSG00000053900	-0.2154696691088	-1.16108184284638	7.79202947261289	-2.75127684825596	0.0262863998424595	0.140370847786176	-4.12636491022299	ANAPC4	anaphase promoting complex subunit 4 [Source:HGNC Symbol;Acc:19990]
ENSG00000244835	-0.320310009498295	-1.24859882175088	1.69636752930782	-2.75075967573178	0.0263068648778294	0.140419947063805	-4.12715989516697	AC010326.3	
ENSG00000140511	0.36074888598822	1.28409228175753	2.27787961953883	2.75067225605978	0.0263103257926936	0.140419947063805	-4.1272942747304	HAPLN3	hyaluronan and proteoglycan link protein 3 [Source:HGNC Symbol;Acc:21446]
ENSG00000234855	-0.267454579696785	-1.20368223525377	2.06280404222822	-2.74900467182714	0.0263764352884322	0.14073337876817	-4.12985765783403	RP11-453E2.2	
ENSG00000198612	-0.19534949108485	-1.14500150219871	6.61000229474334	-2.74865370477346	0.0263903708901691	0.140768335380578	-4.13039716098148	COPS8	COP9 constitutive photomorphogenic homolog subunit 8 (Arabidopsis) [Source:HGNC Symbol;Acc:24335]
ENSG00000008838	-0.25571131949881	-1.19392426122414	2.43120403288214	-2.74795962854611	0.0264179525492442	0.140814264265452	-4.13146409056276	MED24	mediator complex subunit 24 [Source:HGNC Symbol;Acc:22963]
ENSG00000068078	-0.356380506146931	-1.28021002056981	5.71585604332078	-2.74788012305671	0.0264211138966581	0.140814264265452	-4.13158630609387	FGFR3	fibroblast growth factor receptor 3 [Source:HGNC Symbol;Acc:3690]
ENSG00000160633	-0.23592738091753	-1.17766350957148	4.84832924166313	-2.74787945300846	0.0264211405412045	0.140814264265452	-4.13158733608962	SAFB	scaffold attachment factor B [Source:HGNC Symbol;Acc:10520]
ENSG00000142409	-0.360022682069004	-1.28344607575912	6.11188375839651	-2.74747028947075	0.0264374161763579	0.140861627162126	-4.13221630133065	ZNF787	zinc finger protein 787 [Source:HGNC Symbol;Acc:26998]
ENSG00000127463	-0.237810208378539	-1.17920145394627	3.23368627093254	-2.74724956270655	0.0264462005191799	0.140869060267574	-4.13255560243522	KIAA0090	KIAA0090 [Source:HGNC Symbol;Acc:28957]
ENSG00000051341	-0.324949197223884	-1.25262032832448	6.14401388698473	-2.74472528690434	0.0265468753122636	0.141365818701953	-4.13643593922231	POLQ	polymerase (DNA directed), theta [Source:HGNC Symbol;Acc:9186]
ENSG00000129465	-0.29811702280011	-1.22953859603296	2.29664697539246	-2.74448953103897	0.0265562981267497	0.141376505861032	-4.13679834690512	RIPK3	receptor-interacting serine-threonine kinase 3 [Source:HGNC Symbol;Acc:10021]
ENSG00000115687	-0.21051600691082	-1.15710196909986	3.21117981409921	-2.7437809167065	0.0265846412577229	0.141487884125413	-4.13788764204825	PASK	PAS domain containing serine/threonine kinase [Source:HGNC Symbol;Acc:17270]
ENSG00000236624	-0.305425240650606	-1.23578283582615	2.95415997230751	-2.74346826624466	0.0265971565996613	0.14151498560311	-4.13836825503672	CCDC163P	coiled-coil domain containing 163, pseudogene [Source:HGNC Symbol;Acc:27003]
ENSG00000123159	0.270330166899894	1.20608381352284	9.03209189559665	2.74320017131011	0.0266078932516477	0.141532610755974	-4.1387803767354	GIPC1	GIPC PDZ domain containing family, member 1 [Source:HGNC Symbol;Acc:1226]
ENSG00000232198	0.325073701048294	1.25272843346565	1.35839595754149	2.74279036838337	0.0266243136937049	0.141580450838714	-4.13941033596075	RP4-633H17.2	
ENSG00000166441	-0.558972549667465	-1.47321965442177	2.18876334615384	-2.74185350680778	0.0266618923449841	0.141720861794135	-4.14085050611669	RPL27A	ribosomal protein L27a [Source:HGNC Symbol;Acc:10329]
ENSG00000187918	0.27518596737469	1.21015007085174	1.62586043687334	2.74176149560069	0.0266655859869683	0.141720861794135	-4.14099194859389	OR51I2	olfactory receptor, family 51, subfamily I, member 2 [Source:HGNC Symbol;Acc:15201]
ENSG00000177707	0.884122376100735	1.84564153456359	3.07371149907778	2.73988131383428	0.0267411790228508	0.142083009167121	-4.14388223137638	PVRL3	poliovirus receptor-related 3 [Source:HGNC Symbol;Acc:17664]
ENSG00000137074	-0.300618282016931	-1.23167214620713	6.52787505093649	-2.73942199933723	0.0267596795472985	0.142130968083857	-4.1445883086375	APTX	aprataxin [Source:HGNC Symbol;Acc:15984]
ENSG00000168701	-0.235248485349956	-1.1771094614678	9.13028712802964	-2.73928708525076	0.0267651162096646	0.142130968083857	-4.14479570434079	TMEM208	transmembrane protein 208 [Source:HGNC Symbol;Acc:25015]
ENSG00000135318	0.337541987112975	1.2636018786488	2.5970316041041	2.73821750914617	0.0268082576469408	0.142313330015179	-4.1464399053502	NT5E	5'-nucleotidase, ecto (CD73) [Source:HGNC Symbol;Acc:8021]
ENSG00000141956	-0.236656288635425	-1.17825866300625	2.61712283152502	-2.73800542783164	0.0268168205140639	0.142313330015179	-4.14676592698233	PRDM15	PR domain containing 15 [Source:HGNC Symbol;Acc:13999]
ENSG00000060566	0.294582916205365	1.22653033551306	2.07659286413154	2.73788083223952	0.0268218524309976	0.142313330015179	-4.14695746142942	CREB3L3	cAMP responsive element binding protein 3-like 3 [Source:HGNC Symbol;Acc:18855]
ENSG00000149503	-0.321570331242995	-1.24969005985476	3.25337084685192	-2.73768847093576	0.0268296230534594	0.142314950999207	-4.14725316877696	INCENP	inner centromere protein antigens 135/155kDa [Source:HGNC Symbol;Acc:6058]
ENSG00000198929	-0.289024955564455	-1.2218142362857	2.9926275751654	-2.73739527132942	0.0268414716217904	0.142338196105094	-4.14770389006896	NOS1AP	nitric oxide synthase 1 (neuronal) adaptor protein [Source:HGNC Symbol;Acc:16859]
ENSG00000110063	-0.438820413871056	-1.35549558472388	6.34378781781496	-2.73718701950842	0.0268498906327626	0.142343246669351	-4.14802402553743	DCPS	decapping enzyme, scavenger [Source:HGNC Symbol;Acc:29812]
ENSG00000108294	-0.2406628952963	-1.18153543335619	10.4163134842337	-2.73645858801677	0.0268793604968195	0.142459863361514	-4.1491438094814	PSMB3	proteasome (prosome, macropain) subunit, beta type, 3 [Source:HGNC Symbol;Acc:9540]
ENSG00000162775	-0.291039289288149	-1.22352136115265	7.34577439873803	-2.73600868593327	0.0268975787340915	0.142516798495475	-4.14983542413696	RBM15	RNA binding motif protein 15 [Source:HGNC Symbol;Acc:14959]
ENSG00000167842	-0.225085952792234	-1.16884688397124	7.70847806171737	-2.73581480771146	0.026905433537728	0.142518806602736	-4.15013346482886	MIS12	MIS12, MIND kinetochore complex component, homolog (S. pombe) [Source:HGNC Symbol;Acc:24967]
ENSG00000134463	0.268472748613226	1.20453202288404	4.56335618417728	2.73474299328653	0.0269489000177163	0.142709397204929	-4.15178112181153	ECHDC3	enoyl CoA hydratase domain containing 3 [Source:HGNC Symbol;Acc:23489]
ENSG00000176515	-0.504533903753015	-1.41866494938883	1.32645141897906	-2.73341396296494	0.027002898634163	0.142938617490964	-4.15382419208632	AL033381.1	cDNA FLJ34594 fis, clone KIDNE2009109  [Source:UniProtKB/TrEMBL;Acc:Q8NAX6]
ENSG00000077235	0.260395242192369	1.1978068120381	7.39697337335536	2.73330867975871	0.0270071810848957	0.142938617490964	-4.15398604040994	GTF3C1	general transcription factor IIIC, polypeptide 1, alpha 220kDa [Source:HGNC Symbol;Acc:4664]
ENSG00000223363	-0.23248441261565	-1.1748563856281	1.82607174785496	-2.73224051840583	0.027050668888017	0.143129045706677	-4.1556280908643	AC079628.1	
ENSG00000224818	0.318705808748824	1.24721121736836	3.52173260299004	2.73160340032962	0.0270766422307899	0.143220542651558	-4.15660751388608	RP11-134G8.8	
ENSG00000173436	-0.197982721107358	-1.147093285619	9.98588091594297	-2.73144666885678	0.0270830356456391	0.143220542651558	-4.15684845278861	C1orf151	UPF0327 protein C1orf151  [Source:UniProtKB/Swiss-Prot;Acc:Q5TGZ0]
ENSG00000146731	-0.215848498803851	-1.16138676524668	10.3900175525049	-2.73126375180274	0.0270904992027654	0.143220542651558	-4.15712964614138	CCT6A	chaperonin containing TCP1, subunit 6A (zeta 1) [Source:HGNC Symbol;Acc:1620]
ENSG00000124201	0.345514466580854	1.27060400049408	7.3597978420364	2.72930834480682	0.0271704187375826	0.14360323338322	-4.16013564520601	ZNFX1	zinc finger, NFX1-type containing 1 [Source:HGNC Symbol;Acc:29271]
ENSG00000176894	0.205371864167545	1.1529834976063	6.1249640377653	2.72896986100734	0.0271842776811542	0.143605520456821	-4.16065598901537	PXMP2	phosphoglycerate mutase family member 5 [Source:HGNC Symbol;Acc:28763]
ENSG00000151304	-0.443319779905313	-1.35972959874537	6.2523092822754	-2.72887214289911	0.027188280030241	0.143605520456821	-4.1608062089963	SRFBP1	serum response factor binding protein 1 [Source:HGNC Symbol;Acc:26333]
ENSG00000183011	-0.228326499831539	-1.17147527064535	8.80162543081831	-2.72855019352682	0.0272014707831029	0.143605520456821	-4.16130113511448	LSMD1	LSM domain containing 1 [Source:HGNC Symbol;Acc:28212]
ENSG00000180042	-0.435811900164265	-1.35267185701799	1.51548409062566	-2.72848176410688	0.0272042752932855	0.143605520456821	-4.16140633027863	AC087498.1	
ENSG00000164073	0.204034902931499	1.15191551015279	4.08210566426553	2.72824803284614	0.027213856788025	0.143605520456821	-4.16176564070122	MFSD8	major facilitator superfamily domain containing 8 [Source:HGNC Symbol;Acc:28486]
ENSG00000145390	0.282981703351694	1.21670692793022	2.9809424746984	2.72819458421378	0.027216048332485	0.143605520456821	-4.16184780623878	USP53	ubiquitin specific peptidase 53 [Source:HGNC Symbol;Acc:29255]
ENSG00000151612	0.28755969859639	1.22057394436975	3.11442318431244	2.72746167014484	0.0272461183028279	0.143724404904568	-4.16297450133001	ZNF827	zinc finger protein 827 [Source:HGNC Symbol;Acc:27193]
ENSG00000175756	-0.216400953672775	-1.16183158318675	4.55858370118669	-2.72717774524396	0.0272577763997698	0.143746127049851	-4.16341097407099	AURKAIP1	aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:24114]
ENSG00000100372	-0.280222090164831	-1.21438181336574	3.53283363472887	-2.72684591862991	0.0272714079065254	0.143778241241704	-4.16392108547368	SLC25A17	solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17 [Source:HGNC Symbol;Acc:10987]
ENSG00000144357	0.230172593211386	1.17297526679953	3.78701308857319	2.72626068074915	0.0272954667953154	0.143865296927258	-4.16482076221195	UBR3	ubiquitin protein ligase E3 component n-recognin 3 (putative) [Source:HGNC Symbol;Acc:30467]
ENSG00000104980	-0.383910256192015	-1.30487377462015	4.89151963998723	-2.72553958982899	0.0273251407504212	0.143966862472758	-4.16592928447498	TIMM44	translocase of inner mitochondrial membrane 44 homolog (yeast) [Source:HGNC Symbol;Acc:17316]
ENSG00000250019	-0.278320007419149	-1.212781799077	1.82590103765388	-2.72527684446225	0.0273359614050937	0.143966862472758	-4.16633319920575	AC087893.4	
ENSG00000129282	-0.49994683994578	-1.41416145275711	3.22662248364922	-2.72524211369099	0.0273373920557797	0.143966862472758	-4.16638659033678	MRM1	mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:26202]
ENSG00000102401	-0.248244525304749	-1.18776096502549	8.90901283407282	-2.7248469317815	0.0273536760819096	0.144012836461067	-4.16699409811548	ARMCX3	armadillo repeat containing, X-linked 3 [Source:HGNC Symbol;Acc:24065]
ENSG00000198574	-0.215447795080995	-1.16106423874901	1.25974019728321	-2.72383266787783	0.0273955162013818	0.144193296759564	-4.16855331326975	SH2D1B	SH2 domain containing 1B [Source:HGNC Symbol;Acc:30416]
ENSG00000223907	-0.24290582071026	-1.18337376846228	1.90869977115132	-2.72325792675928	0.0274192546397636	0.144278407522068	-4.16943685616934	RP11-439L8.4	
ENSG00000108010	-0.20039713292426	-1.14901460251793	4.16777583885296	-2.72261202978373	0.0274459574137766	0.144379065159006	-4.17042978660367	GLRX3	glutaredoxin 3 [Source:HGNC Symbol;Acc:15987]
ENSG00000032742	0.444586093332516	1.36092361389587	5.37031459376456	2.72189276316502	0.0274757251093417	0.144471013783566	-4.17153550789677	IFT88	intraflagellar transport 88 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:20606]
ENSG00000177455	0.41185001676904	1.33039072586773	1.71842138083954	2.72182351111702	0.0274785929489724	0.144471013783566	-4.17164196839427	CD19	CD19 molecule [Source:HGNC Symbol;Acc:1633]
ENSG00000203690	0.284297616724249	1.2178172189369	2.22690875536071	2.72142581330102	0.0274950682568379	0.14450225855122	-4.17225334544264	TCP10	t-complex 10 homolog (mouse) [Source:HGNC Symbol;Acc:11656]
ENSG00000149084	-0.270677148051842	-1.20637392242891	8.23393807598714	-2.72131416176777	0.0274996954481654	0.14450225855122	-4.1724249862992	HSD17B12	hydroxysteroid (17-beta) dehydrogenase 12 [Source:HGNC Symbol;Acc:18646]
ENSG00000100711	-0.198968251197476	-1.14787715271178	9.62588896699096	-2.72101682504893	0.0275120219480554	0.144527193832386	-4.17288207929746	ZFYVE21	zinc finger, FYVE domain containing 21 [Source:HGNC Symbol;Acc:20760]
ENSG00000109736	0.20400614847952	1.15189255147601	6.42758494625237	2.72019026290444	0.0275463182474963	0.144667496162609	-4.17415274596659	TETRAN	major facilitator superfamily domain containing 10 [Source:HGNC Symbol;Acc:16894]
ENSG00000113504	0.484020635841859	1.39863608823228	4.8563915491097	2.71871511039208	0.0276076362469178	0.14494959443989	-4.17642048565156	SLC12A7	solute carrier family 12 (potassium/chloride transporters), member 7 [Source:HGNC Symbol;Acc:10915]
ENSG00000088035	-0.324228272180717	-1.25199454134446	7.50549076781883	-2.71766331221446	0.0276514427822257	0.145139621475867	-4.17803740653622	ALG6	asparagine-linked glycosylation 6, alpha-1,3-glucosyltransferase homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:23157]
ENSG00000108702	0.268268325847616	1.20436135873383	1.51993884097182	2.7174099414988	0.0276620062064138	0.145155102207287	-4.17842691130509	CCL1	chemokine (C-C motif) ligand 1 [Source:HGNC Symbol;Acc:10609]
ENSG00000166143	0.365039516180265	1.28791690575198	1.73576957695092	2.71720656825185	0.0276704881767664	0.145159655091325	-4.17873955536253	PPP1R14D	protein phosphatase 1, regulatory (inhibitor) subunit 14D [Source:HGNC Symbol;Acc:14953]
ENSG00000122035	-0.31718023223736	-1.245893052111	1.56052335085374	-2.71634981873084	0.0277062496765198	0.145279441599367	-4.18005662943304	RASL11A	RAS-like, family 11, member A [Source:HGNC Symbol;Acc:23802]
ENSG00000232069	0.405138365293225	1.32421590655948	2.82560211244097	2.71618496401447	0.0277131363430427	0.145279441599367	-4.18031005922555	RP1-199L16.1	
